COUNTRY_REGION,ISO3166_1,ISO3166_2,NOTE,STATE,HOSPITALS,ICU_BEDS,COUNTY,FIPS
United States,US,MO,Hospitals with ICU beds,Missouri,1,10,Adair,29001
United States,US,MO,No hospitals,Missouri,0,0,Andrew,29003
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Atchison,29005
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Audrain,29007
United States,US,MO,Hospitals without ICU beds,Missouri,2,0,Barry,29009
United States,US,MO,Hospitals with ICU beds,Missouri,1,4,Barton,29011
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Bates,29013
United States,US,MO,No hospitals,Missouri,0,0,Benton,29015
United States,US,MO,No hospitals,Missouri,0,0,Bollinger,29017
United States,US,MO,Hospitals with ICU beds,Missouri,2,110,Boone,29019
United States,US,MO,Hospitals with ICU beds,Missouri,1,21,Buchanan,29021
United States,US,MO,Hospitals with ICU beds,Missouri,2,14,Butler,29023
United States,US,MO,No hospitals,Missouri,0,0,Caldwell,29025
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Callaway,29027
United States,US,MO,Hospitals with ICU beds,Missouri,1,18,Camden,29029
United States,US,MO,Hospitals with ICU beds,Missouri,2,32,Cape Girardeau,29031
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Carroll,29033
United States,US,MO,No hospitals,Missouri,0,0,Carter,29035
United States,US,MO,Hospitals with ICU beds,Missouri,2,9,Cass,29037
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Cedar,29039
United States,US,MO,No hospitals,Missouri,0,0,Chariton,29041
United States,US,MO,No hospitals,Missouri,0,0,Christian,29043
United States,US,MO,No hospitals,Missouri,0,0,Clark,29045
United States,US,MO,Hospitals with ICU beds,Missouri,3,172,Clay,29047
United States,US,MO,Hospitals with ICU beds,Missouri,1,5,Clinton,29049
United States,US,MO,Hospitals with ICU beds,Missouri,2,25,Cole,29051
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Cooper,29053
United States,US,MO,No hospitals,Missouri,0,0,Crawford,29055
United States,US,MO,No hospitals,Missouri,0,0,Dade,29057
United States,US,MO,No hospitals,Missouri,0,0,Dallas,29059
United States,US,MO,No hospitals,Missouri,0,0,Daviess,29061
United States,US,MO,No hospitals,Missouri,0,0,DeKalb,29063
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Dent,29065
United States,US,MO,No hospitals,Missouri,0,0,Douglas,29067
United States,US,MO,No hospitals,Missouri,0,0,Dunklin,29069
United States,US,MO,Hospitals with ICU beds,Missouri,2,13,Franklin,29071
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Gasconade,29073
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Gentry,29075
United States,US,MO,Hospitals with ICU beds,Missouri,2,163,Greene,29077
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Grundy,29079
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Harrison,29081
United States,US,MO,Hospitals with ICU beds,Missouri,1,8,Henry,29083
United States,US,MO,No hospitals,Missouri,0,0,Hickory,29085
United States,US,MO,No hospitals,Missouri,0,0,Holt,29087
United States,US,MO,No hospitals,Missouri,0,0,Howard,29089
United States,US,MO,Hospitals with ICU beds,Missouri,2,12,Howell,29091
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Iron,29093
United States,US,MO,Hospitals with ICU beds,Missouri,9,274,Jackson,29095
United States,US,MO,Hospitals with ICU beds,Missouri,3,88,Jasper,29097
United States,US,MO,Hospitals with ICU beds,Missouri,2,67,Jefferson,29099
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Johnson,29101
United States,US,MO,No hospitals,Missouri,0,0,Knox,29103
United States,US,MO,Hospitals with ICU beds,Missouri,1,4,Laclede,29105
United States,US,MO,Hospitals with ICU beds,Missouri,1,2,Lafayette,29107
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Lawrence,29109
United States,US,MO,No hospitals,Missouri,0,0,Lewis,29111
United States,US,MO,Hospitals with ICU beds,Missouri,1,4,Lincoln,29113
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Linn,29115
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Livingston,29117
United States,US,MO,No hospitals,Missouri,0,0,McDonald,29119
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Macon,29121
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Madison,29123
United States,US,MO,No hospitals,Missouri,0,0,Maries,29125
United States,US,MO,Hospitals with ICU beds,Missouri,1,8,Marion,29127
United States,US,MO,No hospitals,Missouri,0,0,Mercer,29129
United States,US,MO,No hospitals,Missouri,0,0,Miller,29131
United States,US,MO,No hospitals,Missouri,0,0,Mississippi,29133
United States,US,MO,No hospitals,Missouri,0,0,Moniteau,29135
United States,US,MO,No hospitals,Missouri,0,0,Monroe,29137
United States,US,MO,No hospitals,Missouri,0,0,Montgomery,29139
United States,US,MO,No hospitals,Missouri,0,0,Morgan,29141
United States,US,MO,No hospitals,Missouri,0,0,New Madrid,29143
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Newton,29145
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Nodaway,29147
United States,US,MO,No hospitals,Missouri,0,0,Oregon,29149
United States,US,MO,No hospitals,Missouri,0,0,Osage,29151
United States,US,MO,No hospitals,Missouri,0,0,Ozark,29153
United States,US,MO,Hospitals with ICU beds,Missouri,1,7,Pemiscot,29155
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Perry,29157
United States,US,MO,Hospitals with ICU beds,Missouri,1,9,Pettis,29159
United States,US,MO,Hospitals with ICU beds,Missouri,1,18,Phelps,29161
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Pike,29163
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Platte,29165
United States,US,MO,Hospitals with ICU beds,Missouri,1,8,Polk,29167
United States,US,MO,No hospitals,Missouri,0,0,Pulaski,29169
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Putnam,29171
United States,US,MO,No hospitals,Missouri,0,0,Ralls,29173
United States,US,MO,Hospitals with ICU beds,Missouri,1,8,Randolph,29175
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Ray,29177
United States,US,MO,No hospitals,Missouri,0,0,Reynolds,29179
United States,US,MO,No hospitals,Missouri,0,0,Ripley,29181
United States,US,MO,Hospitals with ICU beds,Missouri,4,39,St. Charles,29183
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,St. Clair,29185
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Ste. Genevieve,29186
United States,US,MO,Hospitals with ICU beds,Missouri,2,10,St. Francois,29187
United States,US,MO,Hospitals with ICU beds,Missouri,9,468,St. Louis,29189
United States,US,MO,Hospitals with ICU beds,Missouri,2,7,Saline,29195
United States,US,MO,No hospitals,Missouri,0,0,Schuyler,29197
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Scotland,29199
United States,US,MO,Hospitals with ICU beds,Missouri,1,12,Scott,29201
United States,US,MO,No hospitals,Missouri,0,0,Shannon,29203
United States,US,MO,No hospitals,Missouri,0,0,Shelby,29205
United States,US,MO,Hospitals with ICU beds,Missouri,1,4,Stoddard,29207
United States,US,MO,No hospitals,Missouri,0,0,Stone,29209
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Sullivan,29211
United States,US,MO,Hospitals with ICU beds,Missouri,1,18,Taney,29213
United States,US,MO,Hospitals with ICU beds,Missouri,1,4,Texas,29215
United States,US,MO,Hospitals with ICU beds,Missouri,1,6,Vernon,29217
United States,US,MO,No hospitals,Missouri,0,0,Warren,29219
United States,US,MO,Hospitals without ICU beds,Missouri,1,0,Washington,29221
United States,US,MO,No hospitals,Missouri,0,0,Wayne,29223
United States,US,MO,No hospitals,Missouri,0,0,Webster,29225
United States,US,MO,No hospitals,Missouri,0,0,Worth,29227
United States,US,MO,No hospitals,Missouri,0,0,Wright,29229
United States,US,MO,Hospitals with ICU beds,Missouri,3,207,St. Louis City,29510
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Beaverhead,30001
United States,US,MT,Hospitals without ICU beds,Montana,2,0,Big Horn,30003
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Blaine,30005
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Broadwater,30007
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Carbon,30009
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Carter,30011
United States,US,MT,Hospitals with ICU beds,Montana,2,20,Cascade,30013
United States,US,MT,Hospitals without ICU beds,Montana,2,0,Chouteau,30015
United States,US,MT,Hospitals with ICU beds,Montana,1,4,Custer,30017
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Daniels,30019
United States,US,MT,Hospitals with ICU beds,Montana,1,3,Dawson,30021
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Deer Lodge,30023
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Fallon,30025
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Fergus,30027
United States,US,MT,Hospitals with ICU beds,Montana,3,22,Flathead,30029
United States,US,MT,Hospitals with ICU beds,Montana,2,8,Gallatin,30031
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Garfield,30033
United States,US,MT,Hospitals without ICU beds,Montana,2,0,Glacier,30035
United States,US,MT,No hospitals,Montana,0,0,Golden Valley,30037
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Granite,30039
United States,US,MT,Hospitals with ICU beds,Montana,1,6,Hill,30041
United States,US,MT,No hospitals,Montana,0,0,Jefferson,30043
United States,US,MT,No hospitals,Montana,0,0,Judith Basin,30045
United States,US,MT,Hospitals without ICU beds,Montana,2,0,Lake,30047
United States,US,MT,Hospitals with ICU beds,Montana,1,8,Lewis and Clark,30049
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Liberty,30051
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Lincoln,30053
United States,US,MT,Hospitals without ICU beds,Montana,1,0,McCone,30055
United States,US,MT,Hospitals without ICU beds,Montana,2,0,Madison,30057
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Meagher,30059
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Mineral,30061
United States,US,MT,Hospitals with ICU beds,Montana,2,32,Missoula,30063
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Musselshell,30065
United States,US,MT,Hospitals with ICU beds,Montana,1,4,Park,30067
United States,US,MT,No hospitals,Montana,0,0,Petroleum,30069
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Phillips,30071
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Pondera,30073
United States,US,MT,No hospitals,Montana,0,0,Powder River,30075
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Powell,30077
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Prairie,30079
United States,US,MT,Hospitals with ICU beds,Montana,1,5,Ravalli,30081
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Richland,30083
United States,US,MT,Hospitals without ICU beds,Montana,3,0,Roosevelt,30085
United States,US,MT,Hospitals with ICU beds,Montana,1,1,Rosebud,30087
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Sanders,30089
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Sheridan,30091
United States,US,MT,Hospitals with ICU beds,Montana,1,11,Silver Bow,30093
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Stillwater,30095
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Sweet Grass,30097
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Teton,30099
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Toole,30101
United States,US,MT,No hospitals,Montana,0,0,Treasure,30103
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Valley,30105
United States,US,MT,Hospitals without ICU beds,Montana,1,0,Wheatland,30107
United States,US,MT,No hospitals,Montana,0,0,Wibaux,30109
United States,US,MT,Hospitals with ICU beds,Montana,2,41,Yellowstone,30111
United States,US,NE,Hospitals with ICU beds,Nebraska,1,10,Adams,31001
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Antelope,31003
United States,US,NE,No hospitals,Nebraska,0,0,Arthur,31005
United States,US,NE,No hospitals,Nebraska,0,0,Banner,31007
United States,US,NE,No hospitals,Nebraska,0,0,Blaine,31009
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Boone,31011
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Box Butte,31013
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Boyd,31015
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Brown,31017
United States,US,NE,Hospitals with ICU beds,Nebraska,2,34,Buffalo,31019
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Burt,31021
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Butler,31023
United States,US,NE,No hospitals,Nebraska,0,0,Cass,31025
United States,US,NE,No hospitals,Nebraska,0,0,Cedar,31027
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Chase,31029
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Cherry,31031
United States,US,NE,Hospitals with ICU beds,Nebraska,1,4,Cheyenne,31033
United States,US,NE,No hospitals,Nebraska,0,0,Clay,31035
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Colfax,31037
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Cuming,31039
United States,US,NE,Hospitals without ICU beds,Nebraska,2,0,Custer,31041
United States,US,NE,No hospitals,Nebraska,0,0,Dakota,31043
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Dawes,31045
United States,US,NE,Hospitals without ICU beds,Nebraska,3,0,Dawson,31047
United States,US,NE,No hospitals,Nebraska,0,0,Deuel,31049
United States,US,NE,No hospitals,Nebraska,0,0,Dixon,31051
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Dodge,31053
United States,US,NE,Hospitals with ICU beds,Nebraska,8,187,Douglas,31055
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Dundy,31057
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Fillmore,31059
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Franklin,31061
United States,US,NE,No hospitals,Nebraska,0,0,Frontier,31063
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Furnas,31065
United States,US,NE,Hospitals with ICU beds,Nebraska,1,3,Gage,31067
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Garden,31069
United States,US,NE,No hospitals,Nebraska,0,0,Garfield,31071
United States,US,NE,No hospitals,Nebraska,0,0,Gosper,31073
United States,US,NE,No hospitals,Nebraska,0,0,Grant,31075
United States,US,NE,No hospitals,Nebraska,0,0,Greeley,31077
United States,US,NE,Hospitals with ICU beds,Nebraska,1,16,Hall,31079
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Hamilton,31081
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Harlan,31083
United States,US,NE,No hospitals,Nebraska,0,0,Hayes,31085
United States,US,NE,No hospitals,Nebraska,0,0,Hitchcock,31087
United States,US,NE,Hospitals without ICU beds,Nebraska,3,0,Holt,31089
United States,US,NE,No hospitals,Nebraska,0,0,Hooker,31091
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Howard,31093
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Jefferson,31095
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Johnson,31097
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Kearney,31099
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Keith,31101
United States,US,NE,No hospitals,Nebraska,0,0,Keya Paha,31103
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Kimball,31105
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Knox,31107
United States,US,NE,Hospitals with ICU beds,Nebraska,4,108,Lancaster,31109
United States,US,NE,Hospitals with ICU beds,Nebraska,1,19,Lincoln,31111
United States,US,NE,No hospitals,Nebraska,0,0,Logan,31113
United States,US,NE,No hospitals,Nebraska,0,0,Loup,31115
United States,US,NE,No hospitals,Nebraska,0,0,McPherson,31117
United States,US,NE,Hospitals with ICU beds,Nebraska,1,24,Madison,31119
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Merrick,31121
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Morrill,31123
United States,US,NE,No hospitals,Nebraska,0,0,Nance,31125
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Nemaha,31127
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Nuckolls,31129
United States,US,NE,Hospitals without ICU beds,Nebraska,2,0,Otoe,31131
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Pawnee,31133
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Perkins,31135
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Phelps,31137
United States,US,NE,Hospitals without ICU beds,Nebraska,2,0,Pierce,31139
United States,US,NE,Hospitals with ICU beds,Nebraska,2,5,Platte,31141
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Polk,31143
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Red Willow,31145
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Richardson,31147
United States,US,NE,No hospitals,Nebraska,0,0,Rock,31149
United States,US,NE,Hospitals without ICU beds,Nebraska,2,0,Saline,31151
United States,US,NE,Hospitals with ICU beds,Nebraska,2,8,Sarpy,31153
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Saunders,31155
United States,US,NE,Hospitals with ICU beds,Nebraska,1,22,Scotts Bluff,31157
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Seward,31159
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Sheridan,31161
United States,US,NE,No hospitals,Nebraska,0,0,Sherman,31163
United States,US,NE,No hospitals,Nebraska,0,0,Sioux,31165
United States,US,NE,No hospitals,Nebraska,0,0,Stanton,31167
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Thayer,31169
United States,US,NE,No hospitals,Nebraska,0,0,Thomas,31171
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Thurston,31173
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Valley,31175
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Washington,31177
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Wayne,31179
United States,US,NE,Hospitals without ICU beds,Nebraska,1,0,Webster,31181
United States,US,NE,No hospitals,Nebraska,0,0,Wheeler,31183
United States,US,NE,Hospitals without ICU beds,Nebraska,2,0,York,31185
United States,US,NV,Hospitals without ICU beds,Nevada,1,0,Churchill,32001
United States,US,NV,Hospitals with ICU beds,Nevada,19,535,Clark,32003
United States,US,NV,Hospitals without ICU beds,Nevada,1,0,Douglas,32005
United States,US,NV,Hospitals with ICU beds,Nevada,1,7,Elko,32007
United States,US,NV,No hospitals,Nevada,0,0,Esmeralda,32009
United States,US,NV,No hospitals,Nevada,0,0,Eureka,32011
United States,US,NV,Hospitals with ICU beds,Nevada,1,3,Humboldt,32013
United States,US,NV,Hospitals without ICU beds,Nevada,1,0,Lander,32015
United States,US,NV,Hospitals without ICU beds,Nevada,1,0,Lincoln,32017
United States,US,NV,Hospitals without ICU beds,Nevada,1,0,Lyon,32019
United States,US,NV,Hospitals without ICU beds,Nevada,1,0,Mineral,32021
United States,US,NV,Hospitals without ICU beds,Nevada,1,0,Nye,32023
United States,US,NV,Hospitals without ICU beds,Nevada,1,0,Pershing,32027
United States,US,NV,No hospitals,Nevada,0,0,Storey,32029
United States,US,NV,Hospitals with ICU beds,Nevada,5,331,Washoe,32031
United States,US,NV,Hospitals without ICU beds,Nevada,1,0,White Pine,32033
United States,US,NV,Hospitals with ICU beds,Nevada,1,24,Carson City,32510
United States,US,NH,Hospitals with ICU beds,New Hampshire,1,10,Belknap,33001
United States,US,NH,Hospitals with ICU beds,New Hampshire,2,8,Carroll,33003
United States,US,NH,Hospitals with ICU beds,New Hampshire,1,27,Cheshire,33005
United States,US,NH,Hospitals with ICU beds,New Hampshire,3,3,Coos,33007
United States,US,NH,Hospitals with ICU beds,New Hampshire,5,54,Grafton,33009
United States,US,NH,Hospitals with ICU beds,New Hampshire,5,62,Hillsborough,33011
United States,US,NH,Hospitals with ICU beds,New Hampshire,3,18,Merrimack,33013
United States,US,NH,Hospitals with ICU beds,New Hampshire,3,43,Rockingham,33015
United States,US,NH,Hospitals with ICU beds,New Hampshire,2,17,Strafford,33017
United States,US,NH,Hospitals without ICU beds,New Hampshire,1,0,Sullivan,33019
United States,US,NJ,Hospitals with ICU beds,New Jersey,2,64,Atlantic,34001
United States,US,NJ,Hospitals with ICU beds,New Jersey,6,147,Bergen,34003
United States,US,NJ,Hospitals with ICU beds,New Jersey,3,82,Burlington,34005
United States,US,NJ,Hospitals with ICU beds,New Jersey,4,199,Camden,34007
United States,US,NJ,Hospitals with ICU beds,New Jersey,1,16,Cape May,34009
United States,US,NJ,Hospitals with ICU beds,New Jersey,1,36,Cumberland,34011
United States,US,NJ,Hospitals with ICU beds,New Jersey,7,267,Essex,34013
United States,US,NJ,Hospitals with ICU beds,New Jersey,1,14,Gloucester,34015
United States,US,NJ,Hospitals with ICU beds,New Jersey,6,105,Hudson,34017
United States,US,NJ,Hospitals with ICU beds,New Jersey,1,12,Hunterdon,34019
United States,US,NJ,Hospitals with ICU beds,New Jersey,4,92,Mercer,34021
United States,US,NJ,Hospitals with ICU beds,New Jersey,5,185,Middlesex,34023
United States,US,NJ,Hospitals with ICU beds,New Jersey,5,152,Monmouth,34025
United States,US,NJ,Hospitals with ICU beds,New Jersey,3,91,Morris,34027
United States,US,NJ,Hospitals with ICU beds,New Jersey,4,106,Ocean,34029
United States,US,NJ,Hospitals with ICU beds,New Jersey,2,97,Passaic,34031
United States,US,NJ,Hospitals with ICU beds,New Jersey,2,19,Salem,34033
United States,US,NJ,Hospitals with ICU beds,New Jersey,1,28,Somerset,34035
United States,US,NJ,Hospitals with ICU beds,New Jersey,1,10,Sussex,34037
United States,US,NJ,Hospitals with ICU beds,New Jersey,3,80,Union,34039
United States,US,NJ,Hospitals with ICU beds,New Jersey,2,20,Warren,34041
United States,US,NM,Hospitals with ICU beds,New Mexico,5,138,Bernalillo,35001
United States,US,NM,No hospitals,New Mexico,0,0,Catron,35003
United States,US,NM,Hospitals with ICU beds,New Mexico,2,24,Chaves,35005
United States,US,NM,Hospitals with ICU beds,New Mexico,2,4,Cibola,35006
United States,US,NM,Hospitals with ICU beds,New Mexico,1,4,Colfax,35007
United States,US,NM,Hospitals with ICU beds,New Mexico,1,8,Curry,35009
United States,US,NM,No hospitals,New Mexico,0,0,De Baca,35011
United States,US,NM,Hospitals with ICU beds,New Mexico,2,51,Dona Ana,35013
United States,US,NM,Hospitals with ICU beds,New Mexico,2,12,Eddy,35015
United States,US,NM,Hospitals with ICU beds,New Mexico,1,6,Grant,35017
United States,US,NM,Hospitals without ICU beds,New Mexico,1,0,Guadalupe,35019
United States,US,NM,No hospitals,New Mexico,0,0,Harding,35021
United States,US,NM,No hospitals,New Mexico,0,0,Hidalgo,35023
United States,US,NM,Hospitals with ICU beds,New Mexico,2,8,Lea,35025
United States,US,NM,Hospitals with ICU beds,New Mexico,1,4,Lincoln,35027
United States,US,NM,Hospitals with ICU beds,New Mexico,1,6,Los Alamos,35028
United States,US,NM,Hospitals with ICU beds,New Mexico,1,6,Luna,35029
United States,US,NM,Hospitals with ICU beds,New Mexico,4,5,McKinley,35031
United States,US,NM,No hospitals,New Mexico,0,0,Mora,35033
United States,US,NM,Hospitals with ICU beds,New Mexico,2,10,Otero,35035
United States,US,NM,Hospitals without ICU beds,New Mexico,1,0,Quay,35037
United States,US,NM,Hospitals with ICU beds,New Mexico,1,8,Rio Arriba,35039
United States,US,NM,Hospitals without ICU beds,New Mexico,1,0,Roosevelt,35041
United States,US,NM,Hospitals without ICU beds,New Mexico,1,0,Sandoval,35043
United States,US,NM,Hospitals with ICU beds,New Mexico,2,10,San Juan,35045
United States,US,NM,Hospitals with ICU beds,New Mexico,1,8,San Miguel,35047
United States,US,NM,Hospitals with ICU beds,New Mexico,3,22,Santa Fe,35049
United States,US,NM,Hospitals without ICU beds,New Mexico,1,0,Sierra,35051
United States,US,NM,Hospitals without ICU beds,New Mexico,1,0,Socorro,35053
United States,US,NM,Hospitals with ICU beds,New Mexico,1,6,Taos,35055
United States,US,NM,No hospitals,New Mexico,0,0,Torrance,35057
United States,US,NM,Hospitals without ICU beds,New Mexico,1,0,Union,35059
United States,US,NM,No hospitals,New Mexico,0,0,Valencia,35061
United States,US,NY,Hospitals with ICU beds,New York,3,120,Albany,36001
United States,US,NY,Hospitals with ICU beds,New York,2,6,Allegany,36003
United States,US,NY,Hospitals with ICU beds,New York,6,270,Bronx,36005
United States,US,NY,Hospitals with ICU beds,New York,2,47,Broome,36007
United States,US,NY,Hospitals without ICU beds,New York,1,0,Cattaraugus,36009
United States,US,NY,Hospitals with ICU beds,New York,1,14,Cayuga,36011
United States,US,NY,Hospitals with ICU beds,New York,3,26,Chautauqua,36013
United States,US,NY,Hospitals with ICU beds,New York,2,20,Chemung,36015
United States,US,NY,Hospitals with ICU beds,New York,1,7,Chenango,36017
United States,US,NY,Hospitals with ICU beds,New York,1,21,Clinton,36019
United States,US,NY,Hospitals with ICU beds,New York,1,9,Columbia,36021
United States,US,NY,Hospitals with ICU beds,New York,1,12,Cortland,36023
United States,US,NY,Hospitals without ICU beds,New York,3,0,Delaware,36025
United States,US,NY,Hospitals with ICU beds,New York,2,51,Dutchess,36027
United States,US,NY,Hospitals with ICU beds,New York,6,262,Erie,36029
United States,US,NY,Hospitals without ICU beds,New York,1,0,Essex,36031
United States,US,NY,Hospitals with ICU beds,New York,2,13,Franklin,36033
United States,US,NY,Hospitals with ICU beds,New York,1,8,Fulton,36035
United States,US,NY,Hospitals with ICU beds,New York,1,10,Genesee,36037
United States,US,NY,No hospitals,New York,0,0,Greene,36039
United States,US,NY,No hospitals,New York,0,0,Hamilton,36041
United States,US,NY,Hospitals without ICU beds,New York,1,0,Herkimer,36043
United States,US,NY,Hospitals with ICU beds,New York,3,10,Jefferson,36045
United States,US,NY,Hospitals with ICU beds,New York,12,318,Kings,36047
United States,US,NY,Hospitals with ICU beds,New York,1,6,Lewis,36049
United States,US,NY,Hospitals without ICU beds,New York,1,0,Livingston,36051
United States,US,NY,Hospitals with ICU beds,New York,2,6,Madison,36053
United States,US,NY,Hospitals with ICU beds,New York,5,191,Monroe,36055
United States,US,NY,Hospitals with ICU beds,New York,1,8,Montgomery,36057
United States,US,NY,Hospitals with ICU beds,New York,10,461,Nassau,36059
United States,US,NY,Hospitals with ICU beds,New York,12,761,New York,36061
United States,US,NY,Hospitals with ICU beds,New York,3,32,Niagara,36063
United States,US,NY,Hospitals with ICU beds,New York,3,51,Oneida,36065
United States,US,NY,Hospitals with ICU beds,New York,3,152,Onondaga,36067
United States,US,NY,Hospitals with ICU beds,New York,3,27,Ontario,36069
United States,US,NY,Hospitals with ICU beds,New York,4,76,Orange,36071
United States,US,NY,Hospitals without ICU beds,New York,1,0,Orleans,36073
United States,US,NY,Hospitals with ICU beds,New York,1,8,Oswego,36075
United States,US,NY,Hospitals with ICU beds,New York,2,14,Otsego,36077
United States,US,NY,Hospitals with ICU beds,New York,1,10,Putnam,36079
United States,US,NY,Hospitals with ICU beds,New York,6,129,Queens,36081
United States,US,NY,Hospitals with ICU beds,New York,3,12,Rensselaer,36083
United States,US,NY,Hospitals with ICU beds,New York,2,114,Richmond,36085
United States,US,NY,Hospitals with ICU beds,New York,3,39,Rockland,36087
